school,region,method,old_lat,old_lon,new_lat,new_lon
SHIA SENIOR HIGHTECHNICAL SCHOOL,VOLTA,SCHOOL_OVERRIDE,6.6556435,-1.1071968,6.2,1.1
TANYIGBE SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,9.4226781,-0.8620235,6.75,0.4333
AKATSI SENIOR HIGH/TECH SCHOOL,VOLTA,SCHOOL_OVERRIDE,10.0272463,-0.9731496,6.1333,0.8
ANLO AWOMEFIA SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,10.6593164,-1.268658,5.9,0.9833
AWUDOME SENIOR HIGH SCHOOL,VOLTA,TOWN_LOOKUP:TSITO,5.8771706,0.3662603,6.4333,0.4833
"MAWULI SCHOOL, HO",VOLTA,TOWN_LOOKUP:HO,6.5959658,0.4753945,6.6,0.4667
ASHIAMAN TECH/VOC. INST.,GREATER ACCRA,SCHOOL_OVERRIDE,,,5.6981,0.0314
TESHIE TECH. INSTITTUTE,GREATER ACCRA,TOWN_LOOKUP:TESHIE,5.6690023,-0.1860096,5.5894,-0.0969
SOKODE SENIOR HIGH/TECH SCHOOL,VOLTA,SCHOOL_OVERRIDE,6.6556435,-1.1071968,6.5167,0.2
VOLTA SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,5.9668857,-0.9929572,6.6,0.4667
OGYEEDOM COMM SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,6.6556435,-1.1071968,5.4167,-1.0833
JACOBU SENIOR HIGH/TECH. SCHOOL,ASHANTI,SCHOOL_OVERRIDE,10.0272463,-0.9731496,6.3,-1.6167
TWEAPEASE SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.6486498,-0.0035371,6.4167,-1.2833
ASSIN NORTH SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.9926294,0.8187733,5.5833,-0.9833
ASSIN STATE COLLEGE,CENTRAL,SCHOOL_OVERRIDE,5.5868893,-0.2074099,5.55,-1.1667
KWAOBAAH NYANOA COMM. SENIOR HIGH SCHOOL,EASTERN,SCHOOL_OVERRIDE,5.314022,-1.00919,5.8333,-0.35
ADEISO PRESBY SENIOR HIGH SCHOOL,EASTERN,SCHOOL_OVERRIDE,9.3953646,-0.8216087,5.8833,-0.4167
JUABOSO SENIOR HIGH SCHOOL,WESTERN NORTH,SCHOOL_OVERRIDE,5.4234565,-0.9611574,6.3,-2.8333
KPEDZE SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,5.9668857,-0.9929572,6.9833,0.3
ABUADI/TSREFE SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,7.3366184,-2.304839,6.7833,0.45
AKOME SENIOR HIGH/TECH SCHOOL,VOLTA,SCHOOL_OVERRIDE,9.4226781,-0.8620235,7.1,0.5333
TSITO SENIOR HIGH/TECH SCHOOL,VOLTA,SCHOOL_OVERRIDE,6.6556435,-1.1071968,6.4333,0.4833
DZOLO SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,10.9014082,-0.9013563,6.7667,0.45
ABUTIA SENIOR HIGH/TCHNICAL SCHOOL,VOLTA,SCHOOL_OVERRIDE,10.9324723,-0.9735882,6.7833,0.4667
AGOTIME SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,9.4273607,-0.8767444,6.7833,0.4833
DIASO SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.594027,-0.2007183,5.8667,-2.05
AYANFURI SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.8771706,0.3662603,5.7,-1.7167
"ST. JOSEPH SENIOR HIGH SCHOOL, SEFWI WIAWSO",WESTERN NORTH,SCHOOL_OVERRIDE,9.389042,-0.8285041,6.2,-2.5
MIM SENIOR HIGH SCHOOL,AHAFO,SCHOOL_OVERRIDE,9.4273607,-0.8767444,7.1667,-2.8
BOMAA COMM. SENIOR HIGH SCHOOL,AHAFO,SCHOOL_OVERRIDE,7.993766,-0.326021,7.2333,-2.7
BOAKYE TROMO SENIOR HIGH/TECH SCHOOL,AHAFO,SCHOOL_OVERRIDE,7.190168,0.337969,6.8833,-2.75
SERWAA KESSE GIRLS SENIOR HIGH SCHOOL,AHAFO,SCHOOL_OVERRIDE,6.319177,-2.250302,6.85,-2.75
YAMFO ANGLICAN SENIOR HIGH SCHOOL,AHAFO,SCHOOL_OVERRIDE,6.4542149,-1.5701117,7.0,-2.55
FRAFRAHA COMM. SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,7.993766,-0.326021,5.7167,-0.15
SAMUEL OTU PRESBY SENIOR HIGH SCHOOL,AHAFO,SCHOOL_OVERRIDE,9.3953646,-0.8216087,7.0,-2.55
DERMA COMM. DAY SENIOR HIGH SCHOOL,AHAFO,SCHOOL_OVERRIDE,5.9668857,-0.9929572,7.1667,-2.2167
AHAFOMAN SENIOR HIGH/TECH SCHOOL,AHAFO,SCHOOL_OVERRIDE,7.142572,-1.6406402,7.1333,-2.5
EFFIDUASE SENIOR HIGH/COM SCHOOL,ASHANTI,TOWN_LOOKUP:EFFIDUASE,6.8901817,-1.2489599,6.65,-1.35
EFFIDUASE SENIOR HIGH/TECH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.102919,-1.3921394,6.65,-1.35
TIJJANIYA SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,10.6593164,-1.268658,6.6885,-1.6244
KROBEA ASANTE TECH/VOC SCHOOL,ASHANTI,SCHOOL_OVERRIDE,,,6.55,-1.5
SANKORE SENIOR HIGH SCHOOL,AHAFO,SCHOOL_OVERRIDE,5.9926294,0.8187733,7.1833,-2.5167
KUKUOM AGRIC SENIOR HIGH SCHOOL,AHAFO,TOWN_LOOKUP:KUKUOM,5.9668857,-0.9929572,6.95,-2.6833
ST. PAUL'S TECH. SCHOOL,EASTERN,SCHOOL_OVERRIDE,5.1412167,-1.2444936,6.05,-0.5
KETA SENIOR HIGH/TECH SCHOOL,VOLTA,SCHOOL_OVERRIDE,6.6903393,-1.5480316,5.9167,0.9833
ANLO AFIADENYIGBA SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,10.6593164,-1.268658,5.85,0.9833
KETA BUSINESS SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,7.3366184,-2.304839,5.9167,0.9833
AGGREY MEM. A.M.E.ZION SENIOR HIGH SCHOOL,CENTRAL,TOWN_LOOKUP:CAPE COAST,5.1363122,-1.2216372,5.105,-1.2467
ATIAVI SENIOR HIGH/TECH SCHOOL,VOLTA,SCHOOL_OVERRIDE,10.0272463,-0.9731496,5.9167,0.9833
ZION SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,5.9668857,-0.9929572,6.2,0.4667
TSIAME SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,9.4226781,-0.8620235,6.95,0.35
KWAHU TAFO SENIOR HIGH SCHOOL,EASTERN,SCHOOL_OVERRIDE,5.4234565,-0.9611574,6.6833,-0.7333
NKWATIA PRESBY SENIOR HIGH/COMM SCHOOL,EASTERN,SCHOOL_OVERRIDE,9.3953646,-0.8216087,6.75,-0.75
"ST. PETER'S SENIOR HIGH SCHOOL, NKWATIA",EASTERN,SCHOOL_OVERRIDE,9.394167,-0.829071,6.75,-0.75
ST. JOSEPH'S TECH. INST.,EASTERN,SCHOOL_OVERRIDE,6.653337,-0.6710365,9.4007,-0.8393
ST. JOSEPH'S TECH. INST.,NORTHERN,SCHOOL_OVERRIDE,,,9.4007,-0.8393
OSUDOKU SENIOR HIGH/TECH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,6.6556435,-1.1071968,6.05,0.0833
BIA SENIOR HIGH/TECH SCHOOL,WESTERN NORTH,SCHOOL_OVERRIDE,10.6593164,-1.268658,6.05,-3.0
ADJOAFUA COMM. SENIOR HIGH SCHOOL,WESTERN NORTH,SCHOOL_OVERRIDE,5.8771706,0.3662603,6.35,-2.4
TWENE AMANFO SENIOR HIGH/TECH SCHOOL,BONO,SCHOOL_OVERRIDE,10.9324723,-0.9735882,7.5,-2.4667
"METHODIST SENIOR HIGH/TECH SCHOOL,BIADAN",BONO,SCHOOL_OVERRIDE,4.9046484,-1.7908342,7.5,-2.45
BEREKUM PRESBY SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,6.3096027,-0.7248455,7.45,-2.5833
SUNYANI SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,5.5950893,-0.277005,7.3384,-2.3279
"S.D.A SENIOR HIGH SCHOOL, SUNYANI",BONO,TOWN_LOOKUP:SUNYANI,7.3449525,-2.3439664,7.3384,-2.3279
ODOMASEMAN SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,6.8901817,-1.2489599,7.45,-1.4833
"NOTRE DAME GIRLS SENIOR HIGH SCHOOL, SUNYANI",BONO,TOWN_LOOKUP:SUNYANI,7.3449525,-2.3439664,7.3384,-2.3279
JINIJINI SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,5.5950893,-0.277005,7.4,-2.5167
BEREKUM SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,6.6903393,-1.5480316,7.45,-2.5833
ISTIQUAAMA SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,9.4226781,-0.8620235,7.3384,-2.3279
MANDO SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,10.9324723,-0.9735882,5.105,-1.2467
DON BOSCO VOC./TECH. INST.,BONO,SCHOOL_OVERRIDE,,,7.3384,-2.3279
CHIRAA SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,10.6593164,-1.268658,7.45,-2.3667
C.Y.O.VOC. TECH. INST.,VOLTA,SCHOOL_OVERRIDE,,,6.6,0.4667
"ST. JAMES SEM & SENIOR HIGH SCHOOL, ABESIM",BONO,SCHOOL_OVERRIDE,5.15213,-1.2052919,7.3833,-2.3667
KOASE SENIOR HIGH/TECH SCHOOL,BONO,SCHOOL_OVERRIDE,6.6556435,-1.1071968,7.4,-2.3
DORMAA SENIOR HIGH SCHOOL,BONO,TOWN_LOOKUP:DORMAA AHENKRO,5.9668857,-0.9929572,7.3,-2.8667
NKYERAA SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,5.8771706,0.3662603,7.5833,-2.3167
MANSEN SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,6.8901817,-1.2489599,7.3,-1.35
SUNYANI METHODIST TECHNICAL INST.,BONO,TOWN_LOOKUP:SUNYANI,,,7.3384,-2.3279
NSEIN SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,6.6903393,-1.5480316,5.0,-2.2833
ANNOR ADJAYE SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,5.9668857,-0.9929572,4.9167,-1.9833
HALF ASSINI SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,5.8771706,0.3662603,5.0833,-2.8667
ASANKRANGWA SENIOR HIGH/TECH SCHOOL,WESTERN,SCHOOL_OVERRIDE,10.0272463,-0.9731496,5.55,-2.4167
"ST. MARY'S BOYS' SENIOR HIGH SCHOOL, APOWA",WESTERN,SCHOOL_OVERRIDE,5.15213,-1.2052919,4.9667,-1.8667
BAIDOO BONSOE SENIOR HIGH/TECH SCHOOL,WESTERN,SCHOOL_OVERRIDE,10.9324723,-0.9735882,5.35,-2.35
"METHODIST SENIOR HIGH SCHOOL, SEKONDI",WESTERN,TOWN_LOOKUP:SEKONDI,4.9046484,-1.7908342,4.94,-1.7
HUNI VALLEY SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,9.4226781,-0.8620235,5.55,-2.0833
SEKONDI COLLEGE,WESTERN,SCHOOL_OVERRIDE,5.5949256,-0.1014806,4.94,-1.7
DIABENE SENIOR HIGH/TECH SCHOOL,WESTERN,SCHOOL_OVERRIDE,10.9324723,-0.9735882,4.9167,-1.9
ADIEMBRA SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,5.8771706,0.3662603,4.9167,-1.8667
BOMPEH SENIOR HIGH./TECH SCHOOL,WESTERN,SCHOOL_OVERRIDE,6.8901817,-1.2489599,5.3,-2.1333
GHANA SENIOR HIGH/TECH SCHOOL,WESTERN,SCHOOL_OVERRIDE,10.0272463,-0.9731496,4.94,-1.7
FIJAI SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,9.3815355,-0.8511432,4.9667,-1.7333
PRANG SENIOR HIGH,BONO EAST,SCHOOL_OVERRIDE,5.5950893,-0.277005,8.0833,-0.8333
TAKORADI TECH. INST.,WESTERN,TOWN_LOOKUP:TAKORADI,4.9173467,-1.7672383,4.8972,-1.7606
"ST. JOHN'S SENIOR HIGH SCHOOL, SEKONDI",WESTERN,SCHOOL_OVERRIDE,7.3449525,-2.3439664,4.94,-1.7
ASANKRANGWA SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,5.5950893,-0.277005,5.55,-2.4167
AMENFIMAN SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,7.142572,-1.6406402,4.95,-1.9667
ARCHBISHOP PORTER GIRLS SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,7.190168,0.337969,4.94,-1.7
AFIFE SENIOR HIGH TECH SCHOOL,VOLTA,SCHOOL_OVERRIDE,5.3379361,-1.9707293,5.85,0.9667
DZODZE PENYI SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,5.9668857,-0.9929572,6.05,1.0833
WOVENU SENIOR HIGH TECHNICAL SCHOOL,VOLTA,SCHOOL_OVERRIDE,5.102919,-1.3921394,5.85,0.9167
WETA SENIOR HIGH/TECH SCHOOL,VOLTA,SCHOOL_OVERRIDE,10.6593164,-1.268658,6.2167,0.95
COMBONI TECH/VOC INST.,VOLTA,SCHOOL_OVERRIDE,,,6.6,0.4667
YILO KROBO SENIOR HIGH/COMM SCHOOL,EASTERN,SCHOOL_OVERRIDE,10.9014082,-0.9013563,6.15,0.1333
ABRAFI SENIOR HIGH SCHOOL,BONO EAST,SCHOOL_OVERRIDE,5.8771706,0.3662603,7.6333,-1.3333
"ST. FRANCIS SEMINARY/SENIOR HIGH SCHOOL, BUOYEM",BONO EAST,SCHOOL_OVERRIDE,,,7.8667,-2.0333
TUOBODOM SENIOR HIGH/TECH SCHOOL,BONO EAST,SCHOOL_OVERRIDE,6.8901817,-1.2489599,7.5,-1.3833
KROBO COMM.SENIOR HIGH SCHOOL,BONO EAST,SCHOOL_OVERRIDE,6.8901817,-1.2489599,7.5667,-1.2833
GUAKRO EFFAH SENIOR HIGH SCHOOL,BONO EAST,SCHOOL_OVERRIDE,5.4234565,-0.9611574,7.6833,-1.1833
ESAASE BONTEFUFUO SNR. HIGH/TECH. SCHOOL,ASHANTI,SCHOOL_OVERRIDE,,,6.6167,-1.15
ASSIN NSUTA SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.594027,-0.2007183,5.5333,-1.1667
ASSIN MANSO SENIOR HIGH SCHOOL,CENTRAL,TOWN_LOOKUP:ASSIN MANSO,7.142572,-1.6406402,5.5167,-1.2333
BADU SENIOR HIGH/TECH SCHOOL,BONO,SCHOOL_OVERRIDE,5.8771706,0.3662603,7.5667,-2.5167
MENJI SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,9.4226781,-0.8620235,8.2833,-2.7833
NKORANMAN SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,5.9668857,-0.9929572,7.9167,-2.4167
NSAWKAW STATE SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,10.6593164,-1.268658,7.9833,-2.4
NSABA PRESBY SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,9.3953646,-0.8216087,5.7167,-0.5667
KWANYAKO SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.5950893,-0.277005,5.5833,-0.2833
DROBO SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,5.9668857,-0.9929572,7.5833,-2.7
OUR LADY OF PROVIDENCE SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,5.5110369,-0.4568177,7.5833,-1.9333
ADUMAN SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.8771706,0.3662603,6.5833,-1.5167
AKWAMUMAN SENIOR HIGH SCHOOL,EASTERN,SCHOOL_OVERRIDE,7.142572,-1.6406402,6.3833,-0.0167
APEGUSO SENIOR HIGH SCHOOL,EASTERN,SCHOOL_OVERRIDE,5.9926294,0.8187733,6.5167,-0.4667
ANUM PRESBY SENIOR HIGH SCHOOL,EASTERN,SCHOOL_OVERRIDE,9.3953646,-0.8216087,6.2333,0.1333
DABALA SENIOR HIGH/TECH.,VOLTA,SCHOOL_OVERRIDE,,,6.0167,0.75
ST. CATHERINE GIRLS SENIOR HIGH SCHOOL,VOLTA,SCHOOL_OVERRIDE,7.5614705,-1.7116618,6.6,0.4667
NKORANZA TECH INST.,BONO EAST,SCHOOL_OVERRIDE,,,7.5583,-1.6917
NKORANZA SENIOR HIGH/TECH SCHOOL,BONO EAST,SCHOOL_OVERRIDE,10.0272463,-0.9731496,7.5583,-1.6917
SHAMA SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,5.8771706,0.3662603,4.9167,-1.6333
E.P.C. MAWUKO GIRLS SENIOR HIGH SCHOOL,VOLTA,TOWN_LOOKUP:HO,7.190168,0.337969,6.6,0.4667
ST. MICHAEL TECH/VOC INST,ASHANTI,SCHOOL_OVERRIDE,,,6.6885,-1.6244
ALAVANYO SENIOR HIGH/TECH SCHOOL,VOLTA,SCHOOL_OVERRIDE,10.9324723,-0.9735882,7.05,0.4333
ST. DANIEL COMBONI TECH/VOC INST.,VOLTA,SCHOOL_OVERRIDE,,,6.6,0.4667
E. P. SENIOR HIGH SCHOOL,VOLTA,TOWN_LOOKUP:HOHOE,7.156065,0.4744725,7.15,0.4667
NAFANA SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,5.8771706,0.3662603,8.15,-2.65
DUADASO NO. 1 SENIOR HIGH/TECH SCHOOL,BONO,SCHOOL_OVERRIDE,5.8771706,0.3662603,7.8,-2.7167
GOKA SENIOR HIGH/TECH SCHOOL,BONO,SCHOOL_OVERRIDE,5.9668857,-0.9929572,7.75,-2.55
SUMAMAN SENIOR HIGH SCHOOL,BONO,SCHOOL_OVERRIDE,5.8771706,0.3662603,7.8,-2.3333
"ST. ANN'S GIRLS SENIOR HIGH SCHOOL, SAMPA",BONO,SCHOOL_OVERRIDE,6.319177,-2.250302,7.8333,-2.7167
BONZO-KAKU SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,5.9668857,-0.9929572,4.95,-1.75
NKROFUL AGRIC. SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,9.3815355,-0.8511432,4.75,-2.0667
UTHMAN BIN AFAM SENIOR HIGH SCHOOL,WESTERN,SCHOOL_OVERRIDE,9.4273607,-0.8767444,5.15,-2.1
ESIAMA SENIOR HIGH/TECH SCHOOL,WESTERN,SCHOOL_OVERRIDE,10.6593164,-1.268658,4.9167,-2.3833
"ISLAMIC SENIOR HIGH SCHOOL, AMPABAME",ASHANTI,SCHOOL_OVERRIDE,9.3815355,-0.8511432,6.7333,-1.6167
GOMOA SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,6.6556435,-1.1071968,5.4833,-0.9833
ABURAMAN SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,7.142572,-1.6406402,5.5167,-1.0167
ABAKRAMPA SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,10.9324723,-0.9735882,5.1667,-1.3667
MOREE COMM. SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,10.9014082,-0.9013563,5.1333,-1.2167
KUROFA METHODIST SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,4.9046484,-1.7908342,6.45,-1.95
H'MOUNT SINAI SENIOR HIGH SCHOOL,EASTERN,SCHOOL_OVERRIDE,7.3366184,-2.304839,6.2,-0.4
"METHODIST GIRLS SENIOR HIGH SCHOOL, MAMFE",EASTERN,SCHOOL_OVERRIDE,4.9046484,-1.7908342,6.1,-0.2833
ENYAN DENKYIRA SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.8771706,0.3662603,5.3,-1.15
TWIFO PRASO SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,10.6593164,-1.268658,5.6,-1.55
EGUAFO-ABREM SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,9.4273607,-0.8767444,5.0833,-1.4167
KWEGYIR AGGREY SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,10.6593164,-1.268658,5.105,-1.2467
DUNKWA SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,10.0272463,-0.9731496,5.9667,-1.7833
MANKESSIM SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.5950893,-0.277005,5.2667,-1.0167
MFANTSIMAN GIRLS SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,6.319177,-2.250302,5.2,-1.0167
"METHODIST HIGH SCHOOL,SALTPOND",CENTRAL,TOWN_LOOKUP:SALTPOND,4.9046484,-1.7908342,5.2,-1.0667
BOA-AMPONSEM SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,6.8901817,-1.2489599,5.7833,-1.0333
CAPE COAST TECH. INST.,CENTRAL,TOWN_LOOKUP:CAPE COAST,5.1289343,-1.2788751,5.105,-1.2467
EFFUTU SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,6.6903393,-1.5480316,5.35,-0.6333
"ACADEMY OF CHRIST THE KING, CAPE COAST",CENTRAL,TOWN_LOOKUP:CAPE COAST,5.1445001,-1.2676726,5.105,-1.2467
APAM SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.8771706,0.3662603,5.2667,-0.7333
AWUTU WINTON SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.9926294,0.8187733,5.55,-0.4333
AWUTU BAWJIASE COMM SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,7.993766,-0.326021,5.5667,-0.4
GHANA NATIONAL COLLEGE,CENTRAL,SCHOOL_OVERRIDE,5.5849901,-0.1989827,5.105,-1.2467
UNIVERSITY PRACTICE SENIOR HIGH SCHOOL,CENTRAL,TOWN_LOOKUP:CAPE COAST,5.1246544,-1.286098,5.105,-1.2467
"WESLEY GIRLS SENIOR HIGH SCHOOL, CAPE COAST",CENTRAL,TOWN_LOOKUP:CAPE COAST,5.15213,-1.2052919,5.105,-1.2467
OBIRI YEBOAH SENIOR HIGH/TECHNICAL SCHOOL,CENTRAL,SCHOOL_OVERRIDE,6.6556435,-1.1071968,5.45,-0.8833
ODUPONG COMM. DAY SCHOOL,CENTRAL,SCHOOL_OVERRIDE,,,5.5833,-0.3667
WINNEBA SENIOR HIGH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,10.6593164,-1.268658,5.35,-0.6333
"ST. AUGUSTINE'S COLLEGE, CAPE COAST",CENTRAL,TOWN_LOOKUP:CAPE COAST,5.1036984,-1.2634903,5.105,-1.2467
MFANTSIPIM SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.5322364,-0.2346458,5.105,-1.2467
OGUAA SENIOR HIGH/TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,10.0272463,-0.9731496,5.105,-1.2467
ADISADEL COLLEGE,CENTRAL,SCHOOL_OVERRIDE,5.6584618,-0.1687698,5.105,-1.2467
"HOLY CHILD SCHOOL, CAPE COAST",CENTRAL,TOWN_LOOKUP:CAPE COAST,5.15213,-1.2052919,5.105,-1.2467
BUNKPURUGU SENIOR HIGH/TECH SCHOOL,NORTH EAST,SCHOOL_OVERRIDE,10.0272463,-0.9731496,10.55,0.1167
NSAWAM SENIOR HIGH SCHOOL,EASTERN,TOWN_LOOKUP:NSAWAM,5.8771706,0.3662603,5.8,-0.35
BOLGA SHERIGU COMM. SENIOR HIGH SCHOOL,UPPER EAST,SCHOOL_OVERRIDE,7.993766,-0.326021,10.75,-0.8833
BOLGA TECH. INST.,UPPER EAST,SCHOOL_OVERRIDE,,,10.7833,-0.85
BOLGA GIRLS SENIOR HIGH SCHOOL,UPPER EAST,SCHOOL_OVERRIDE,7.190168,0.337969,10.7833,-0.85
ZAMSE SENIOR HIGH/TECH SCHOOL,UPPER EAST,SCHOOL_OVERRIDE,6.6556435,-1.1071968,10.7833,-0.85
NYAKROM SENIOR HIGH TECH SCHOOL,CENTRAL,SCHOOL_OVERRIDE,5.5950893,-0.277005,5.5833,-0.75
AGONA SENIOR HIGH/TECH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,10.0272463,-0.9731496,7.0167,-1.85
ADU GYAMFI SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,5.8771706,0.3662603,6.5833,-1.5167
KONADU YIADOM CATHOLIC SENIOR HIGH SCHOOL,ASHANTI,SCHOOL_OVERRIDE,6.399399,-0.138144,6.7667,-1.5167
CHRISTIAN METHODIST SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,4.9046484,-1.7908342,5.56,-0.205
ADJEN KOTOKU SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,5.9926294,0.8187733,5.5833,0.3833
NGLESHIE AMANFRO SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,9.4273607,-0.8767444,5.55,-0.1833
YENDI SENIOR HIGH SCHOOL,NORTHERN,SCHOOL_OVERRIDE,5.9668857,-0.9929572,9.4427,-0.0072
"PRESBY BOYS SENIOR HIGH SCHOOL, LEGON",GREATER ACCRA,SCHOOL_OVERRIDE,6.3325025,-0.4784514,5.6502,-0.1864
LASHIBI COMMUNITY SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,7.993766,-0.326021,5.585,-0.135
"PRESBY SENIOR HIGH SCHOOL, TESHIE",GREATER ACCRA,SCHOOL_OVERRIDE,6.3325025,-0.4784514,5.5894,-0.0969
CHEMU SENIOR HIGH/TECH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,6.6556435,-1.1071968,5.6698,0.0166
OUR LADY OF MERCY SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,7.3878262,-1.3492738,5.56,-0.205
ACHIMOTA SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,5.9668857,-0.9929572,5.6133,-0.2317
TEMA SENIOR HIGH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,9.4226781,-0.8620235,5.6698,0.0166
TEMA TECH. INST.,GREATER ACCRA,TOWN_LOOKUP:TEMA,5.6665286,-0.0047504,5.6698,0.0166
TEMA MANHEAN SENIOR HIGH/TECH SCHOOL,GREATER ACCRA,SCHOOL_OVERRIDE,10.0272463,-0.9731496,5.6731,0.0052
"PRESBY SENIOR HIGH SCHOOL, TEMA",GREATER ACCRA,SCHOOL_OVERRIDE,10.7883629,-0.8172359,5.6698,0.0166
